Name,File,Category,Tags,Multibody,Deprecated,Orphaned,Cost,Mass,Width,Depth,Height,Short Description,Description
Equipment inventory (Transponder),inventory_equipment_transponder.xml,Specialist Equipment,mission,FALSE,FALSE,FALSE,50,1,1,1,1,A small equipment storage unit containing a handheld transponder.,"Press [lmb] to toggle the transponder on or off. Press [r] to toggle MOB (man overboard) mode, which will automatically turn the transponder on if the player is submerged in water. The transponder will continue to function when unequipped or discarded. Requires electric charge to function, and will recharge when placed into a powered small equipment storage unit."
Equipment inventory (Underwater Welding Torch),inventory_equipment_underwater_welding_torch.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,200,3,1,3,1,A large equipment storage unit containing an underwater welding torch.,"Hold [lmb] to repair damaged vehicle components highlighted by the players crosshair. The underwater welding torch holds less fuel than the standard welding torch, but can be operated while submerged in water. This equipment has a limited fuel capacity and cannot be refilled."
Equipment inventory (Welding Torch),inventory_equipment_welding_torch.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,200,3,1,3,1,A large equipment storage unit containing a welding torch.,Hold [lmb] to repair damaged vehicle components highlighted by the players crosshair. This equipment has a limited fuel capacity and cannot be refilled.
Flare Launcher,flare_launcher.xml,Specialist Equipment,,FALSE,FALSE,FALSE,10,1,1,1,2,Single-use flare launcher for signalling and illumination.,Set the flare canister type and launch velocity in the component properties.
Fluid Cannon,watercannon.xml,Specialist Equipment,,FALSE,FALSE,FALSE,100,11,3,3,3,A fluid cannon that fires pressurized water for putting out fires.,The cannon is a turret and can rotate on 2 axis.
Fluid Hose Anchor,rope_hook_fluid.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,15,1,1,1,2,An anchor point for a basic fluid hose.,Draw a rope logic link between two Fluid Hose Anchors to form a hose. Limited to only one link but can transfer fluid across the link.
Fluid Nozzle,water_nozzle.xml,Specialist Equipment,"cannon,basic",FALSE,FALSE,FALSE,100,1,1,1,2,A fluid nozzle that fires pressurized water for putting out fires.,The angle of spray can be adjusted.
Foghorn,foghorn.xml,Specialist Equipment,"boat,sound,audio",FALSE,FALSE,FALSE,200,5,4,3,3,A ship's foghorn that will sound when receiving an on signal.,It has an audible range of 1500m.
Harness,seat_harness.xml,Specialist Equipment,"basic,seat",FALSE,FALSE,FALSE,150,20,3,3,6,A rescue harness.,You can get in and out of the harness by interacting with it using [f]. You can place a rescued survivor in any harness by using [f] while carrying them.
Heater,heater.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,50,3,1,3,1,A small heater that will provide warmth in a radius.,"When enabled, the heater will warm either the compartment it is within or any players within a 10m radius, allowing them to survive cold temperatures."
Hose,water_hose.xml,Specialist Equipment,,TRUE,TRUE,FALSE,100,45,3,5,4,A building block attached to the end of a mechanical hose that can be raised and lowered.,This can be used to transport water between Two bodies. Two on/off signals are used to control whether the hose is moving up (towards the base) or down (away from the base). A number output allows you to measure the hose's current length if necessary. The maximum length of the hose is 16 metres (64 blocks). The speed of the hose mechanism can be configured by selecting this component with the select tool.
Huge Winch,rope_hook_winch_huge.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,5000,400,9,7,7,"A mechanical winch that can transfer data/electric/fluid through an attached cable, with an extension length of 600m.",Draw a rope logic link between two Rope Nodes to form a cable. Can be extended and retracted.
Huge Winch,winch_huge_a.xml,Specialist Equipment,,TRUE,TRUE,FALSE,5000,420,9,9,7,A building block attached to the end of a 500m mechanical winch that can be raised and lowered.,"The winch is operated electrically, and outputs its current length."
Landing Float,landing_float.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,50,1,3,9,3,A buoyant float.,Ideal for attaching to helicopters to allow them to land on the ocean.
Large equipment inventory (Empty),inventory_medium.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,50,3,1,3,1,An empty large equipment storage unit.,"Only large handheld equipment can be stored in this unit. When connected to an electric power source, any rechargable equipment stored in the unit will drain a small amount of electricity until recharged to 100% capacity."
Large Winch,rope_hook_winch_large.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,800,100,3,3,4,"A mechanical winch that can transfer data/electric/fluid through an attached cable, with an extension length of 150m.",Draw a rope logic link between two Rope Nodes to form a cable. Can be extended and retracted.
Large Winch,winch_large_a.xml,Specialist Equipment,,TRUE,TRUE,FALSE,800,120,3,4,4,A building block attached to the end of a 100m mechanical winch that can be raised and lowered.,"The winch is operated electrically, and outputs its current length."
Light,small_light.xml,Specialist Equipment,,FALSE,FALSE,FALSE,20,1,1,1,2,A basic light that can be controlled using an on/off signal.,
Light (RGB),small_light_rgb.xml,Specialist Equipment,,FALSE,FALSE,FALSE,50,1,1,1,2,An advanced light that can be controlled using a microcontroller.,"Three channels of the composite input can be used to set the red, green and blue components of the light's color using numbers between 0 and 1. The light can also operate in HSV mode, where the 3 inputs correspond to the hue, saturation and value (brightness) of the color between 0 and 1. The color mode and input channels can be customised by selecting this component with the select tool."
Medical Bed,seat_medical.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,2500,40,3,7,4,"A bed equiped with medical monitoring equipment, slowly heals injured characters.",You can get in and out of the medical bed by interacting with it using [f]. You can place a rescued survivor in any medical bed by using [f] while carrying them.
Medium Winch,rope_hook_winch.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,250,20,3,1,2,"A mechanical winch that can transfer data/electric/fluid through an attached cable, with an extension length of 40m.",Draw a rope logic link between two Rope Nodes to form a cable. Can be extended and retracted.
Medium Winch,winch_a.xml,Specialist Equipment,,TRUE,TRUE,FALSE,250,40,3,3,2,A building block attached to the end of a 20m mechanical winch that can be raised and lowered.,"The winch is operated electrically, and outputs its current length."
Megaphone Speaker (Large),speaker_large.xml,Specialist Equipment,,FALSE,FALSE,FALSE,1000,10,3,5,3,A speaker capable of playing audio data to players within its range.,A large megaphone capable of playing audio data to players within its range. (Range : 1000)
Megaphone Speaker (Small),speaker_medium.xml,Specialist Equipment,,FALSE,FALSE,FALSE,500,3,1,2,1,A speaker capable of playing audio data to players within its range.,A small megaphone capable of playing audio data to players within its range. (Range : 300)
Mineral Drill,mineral_drill.xml,Specialist Equipment,"mining,ore,coal",FALSE,FALSE,FALSE,20000,110,3,3,6,A vehicle mounted drill for mining ore deposits.,The mineral drill can be driven by torque to mine ore deposits in the world. Extracted minerals can be transferred to an attached hopper.
Mounted End-Effector,vehicle_tool_interact.xml,Specialist Equipment,,FALSE,FALSE,FALSE,1000,10,1,1,2,A vehicle mounted end-effector.,The end-effector can interact with button components.
Mounted Welder,vehicle_tool_welder.xml,Specialist Equipment,,FALSE,FALSE,FALSE,1000,10,1,1,2,A vehicle mounted welding torch.,The welding torch can repair components. This welder is electrically powered and works underwater.
Outfit Inventory (Arctic),inventory_outfit_arctic.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,500,9,3,1,3,An outfit inventory unit containing specialist thermal clothing for surviving Arctic temperatures.,"When equipped, it will increase your temperature enough to survive in colder weather conditions. Its thermal effectiveness is reduced when wet."
Outfit Inventory (Armor Vest),inventory_outfit_wep_armor_vest.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,1500,9,3,1,3,An outfit inventory unit containing specialist millitary clothing for projectile protection.,"When equipped, damage from projectiles to the body and head is greatly reduced.  Wearing the outfit significantly limits movement speed."
Outfit Inventory (Black Hawk Vest),inventory_outfit_wep_black_hawk_vest.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,500,9,3,1,3,An outfit inventory unit containing specialist millitary clothing for projectile protection.,"When equipped, damage from projectiles to the body is reduced slightly."
Outfit Inventory (Bomb Disposal),inventory_outfit_wep_bomb_disposal.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,1500,9,3,1,3,An outfit inventory unit containing specialist millitary clothing for explosive protection.,"When equipped, damage from explosives is drastically reduced. Damage from projectiles to the body and head is slightly reduced. Wearing the outfit greatly limits movement speed."
Outfit Inventory (Chest Rig),inventory_outfit_wep_chest_rig.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,500,9,3,1,3,An outfit inventory unit containing specialist millitary clothing for projectile protection.,"When equipped, damage from projectiles to the body is reduced slightly and damage to the head is significantly reduced."
Outfit Inventory (Diving),inventory_outfit_diving.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,2000,9,3,1,3,An outfit inventory unit containing specialist diving equipment.,"When equipped, it will allow deep sea diving to a depth of 230m, and provides air for 10 minutes. The air tank can be refilled by storing the gear in an outfit inventory unit with an attached air input or via space seat."
Outfit Inventory (Empty),inventory_outfit.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,50,9,3,1,3,An empty outfit storage unit.,"Interacting with [q]/[e] will equip/store the selected outfit. Only specialist outfits can be stored in this unit. When connected to an electric power source, any rechargable outfits stored in the unit will drain a small amount of electricity until recharged to 100% capacity."
Outfit Inventory (Firefighter),inventory_outfit_firefighter.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,500,9,3,1,3,An outfit inventory unit containing specialist firefighting gear.,"When equipped, it will absorb 95% of damage dealt by fires."
Outfit Inventory (Hazmat),inventory_outfit_hazmat.xml,Specialist Equipment,"basic,radiation",FALSE,FALSE,FALSE,500,9,3,1,3,An outfit inventory unit containing specialist hazmat gear.,"When equipped, it will absorb 95% of incoming radiation."
Outfit Inventory (Parachute),inventory_outfit_parachute.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,500,9,3,1,3,An outfit inventory unit containing a single-use parachute.,"When selected, press [lmb] while falling to deploy the parachute. It will then open when you are falling fast enough. Press [r] to close the parachute. This parachute is single-use once equipped but can be refolded by storing it in an outfit inventory unit."
Outfit Inventory (Plate Vest),inventory_outfit_wep_plate_vest.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,800,9,3,1,3,An outfit inventory unit containing specialist millitary clothing for projectile protection.,"When equipped, damage from projectiles to the body is reduced significantly and damage to the head is greatly reduced.  Wearing the outfit significantly limits movement speed."
Outfit Inventory (Scuba),inventory_outfit_scuba.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,500,9,3,1,3,An outfit inventory unit containing specialist scuba gear.,"When equipped, it will allow diving to a depth of 40m, and provides air for 2 minutes. The air tank can be refilled by storing the gear in an outfit inventory unit with an attached air input or via space seat."
Outfit Inventory (Space Exploration),inventory_outfit_space_suit_exploration.xml,Specialist Equipment,space,FALSE,FALSE,FALSE,10000,9,3,1,3,An outfit inventory unit containing specialist Space Exploration gear required for surviving in space. The air tank can be refilled by storing the gear in an outfit inventory unit with an attached air input or via space seat.,"When equipped, it will protect against low temperatures, low pressures and provide oxygen."
